n_mads,pct_removed_overall,pct_removed_Donor,pct_removed_MMRF,pct_removed_WU1,pct_removed_WU2
3.0,19.517741619290334,30.0269989615784,7.450969739772913,18.267670453033972,20.25105937030118
4.0,16.532542638698295,25.119418483904465,4.726462758733091,15.703226836210796,18.435321456235478
5.0,15.242109390315624,22.59397715472482,4.721030042918455,14.080497991540527,17.991069394450264
6.0,14.612330915506764,20.558670820353065,4.721030042918455,13.697427575749515,17.952339727525402
